,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Income (per month),Hobbies_Count,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
876,OD222692771052547000,G5M2R6,27-08-2021,Gujarat,Vadodara,Home Furnishing,Cushions & Pillows,4,2,598,706,18%,Tier_2,0,19,Smiley,No,No,8,2021,Weekday,6.559615237,End,Male,Intern,Not Married,Prefer Not to Say,2,24,No,Tier_2,2,No
877,OD222952211597911000,G5M2R6,26-09-2021,Gujarat,Vadodara,Beauty and Grooming,Hair Care and Accessory,4.1,1,956,956,18%,Tier_2,0,0,Mama,No,No,9,2021,Weekend,6.862757913,End,Male,Intern,Not Married,Prefer Not to Say,2,24,No,Tier_2,2,No
878,OD222638924110104000,G5M2R6,21-08-2021,Madhya Pradesh,Satna,Books,Books,4.3,1,149,189,0%,Tier 3,0,27,Open-Eyed,No,No,8,2021,Weekend,5.241747015,End,Male,Intern,Not Married,Prefer Not to Say,2,24,No,Tier_2,2,No
879,OD222266658373688000,G5M2R6,09-07-2021,Gujarat,Vadodara,Clothing and Accessories,Sarees And Saree Essentials,4.2,1,989,989,5%,Tier_2,0,0,Krishna,No,No,7,2021,Weekday,6.896694332,Beginning,Male,Intern,Not Married,Prefer Not to Say,2,24,No,Tier_2,2,No
880,OD115409719407626000,G5M2R7,07-05-2020,Uttar Pradesh,Kanpur,Jewellery,Artificial Jewellery,3.3,1,521,521,5%,Tier_2,0,0,You,No,1st Wave,5,2020,Weekday,6.255750042,Beginning,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
881,OD115493322471085000,G5M2R7,17-05-2020,Uttar Pradesh,Kanpur,Jewellery,Artificial Jewellery,3.9,1,202,242,5%,Tier_2,0,20,Zaveri,No,1st Wave,5,2020,Weekend,5.488937726,Mid,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
882,OD122535426646205000,G5M2R7,09-08-2021,Uttar Pradesh,Kanpur,Mobiles & Accessories,Mobiles,4.4,1,24999,24999,12%,Tier_2,0,0,Realme,Yes,No,8,2021,Weekday,10.1265911,Beginning,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
883,OD122738288146912000,G5M2R7,02-09-2021,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,4.1,1,383,383,5%,Tier_2,0,0,deshigirl,Yes,No,9,2021,Weekday,5.948034989,Beginning,Male,Student,Not Married,Prefer Not to Say,2,19,No,Tier 3,0,No
884,OD119207394100235000,G5M2R8,27-07-2020,Uttar Pradesh,Kanpur,Health Care,Professional medical supplies,3.5,1,289,289,5%,Tier_2,0,0,VeBNoR,No,1st Wave,7,2020,Weekday,5.666426688,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
885,OD119233544567615000,G5M2R8,23-07-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.8,1,816,816,5%,Tier_2,0,0,Blezza,No,1st Wave,7,2020,Weekday,6.704414355,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
886,OD119267836005123000,G5M2R8,27-07-2020,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,3.8,1,375,375,5%,Tier_2,0,0,Double,No,1st Wave,7,2020,Weekday,5.926926026,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
887,OD119341460112571000,G5M2R8,04-08-2020,Uttar Pradesh,Kanpur,Home Cleaning & Bathroom Accessories,HouseHold Supplies,3.2,1,399,445,0%,Tier_2,0,12,Neeraj,No,1st Wave,8,2020,Weekday,6.098074282,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
888,OD116658130416258000,G5M2R8,29-09-2019,Uttar Pradesh,Kanpur,Clothing and Accessories,Sarees and Saree Essentials,3.8,1,224,212,5%,Tier_2,6,0,Anand,No,No,9,2019,Weekend,5.356586275,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
889,OD118372735396916000,G5M2R8,14-04-2020,Uttar Pradesh,Kanpur,Beauty and Grooming,Body & Face Skin Care,4.2,1,250,250,18%,Tier_2,0,16,Himalaya,No,1st Wave,4,2020,Weekday,5.521460918,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
890,OD118663067073012000,G5M2R8,14-04-2020,Uttar Pradesh,Kanpur,Health Care,Home Medical Supplies,4.6,1,469,509,5%,Tier_2,0,9,Venus,No,1st Wave,4,2020,Weekday,6.232448017,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
891,OD118767172324080000,G5M2R8,21-05-2020,Uttar Pradesh,Kanpur,Books,Books,4.4,1,145,145,0%,Tier_2,0,0,Word,No,1st Wave,5,2020,Weekday,4.976733742,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
892,OD118805690858538000,G5M2R8,29-05-2020,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,3.8,1,249,249,5%,Tier_2,0,17,Metro,No,1st Wave,5,2020,Weekday,5.517452896,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
893,OD118814377292382000,G5M2R8,30-05-2020,Uttar Pradesh,Kanpur,Pens & Stationery,Pens & Stationery,4.5,1,129,89,5%,Tier_2,32,32,Cello,No,1st Wave,5,2020,Weekend,4.48863637,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
894,OD118848700496429000,G5M2R8,03-06-2020,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4,1,1198,1198,12%,Tier_2,0,0,Redtape,No,No,6,2020,Weekday,7.088408779,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
895,OD118926467380639000,G5M2R8,04-06-2020,Uttar Pradesh,Kanpur,Home Improvement,"Kitchen, Cookware & Serveware",4,1,799,799,12%,Tier_2,0,0,bartan,No,1st Wave,6,2020,Weekday,6.683360946,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
896,OD118959221938126000,G5M2R8,08-06-2020,Uttar Pradesh,Kanpur,"Kitchen, Cookware & Serveware",Kids Accessories,3.7,1,1169,1169,12%,Tier_2,0,0,pranish,No,1st Wave,6,2020,Weekday,7.063903961,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
897,OD118978165595501000,G5M2R8,11-06-2020,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4.2,1,245,283,18%,Tier_2,0,16,Cello,No,No,6,2020,Weekday,5.645446898,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
898,OD119010164734881000,G5M2R8,17-06-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Automotive Accessories,3.6,1,379,379,12%,Tier_2,0,0,Maison,No,1st Wave,6,2020,Weekday,5.937536205,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
899,OD119124091401546000,G5M2R8,21-06-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Bottomwear,4,1,277,318,0%,Tier_2,0,15,TT,No,1st Wave,6,2020,Weekend,5.762051383,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
900,OD119168032341867000,G5M2R8,23-06-2020,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4.1,1,328,328,5%,Tier_2,0,0,Paragon,No,1st Wave,6,2020,Weekday,5.793013608,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
901,OD119176996955174000,G5M2R8,27-06-2020,Uttar Pradesh,Kanpur,Home Furnishing,Cushions & Pillows,3.5,1,359,303,18%,Tier_2,16,12,Recron,Yes,1st Wave,6,2020,Weekend,5.713732806,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
902,OD119358294290705000,G5M2R8,10-07-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,3.8,1,330,330,5%,Tier_2,0,0,Gritstones,No,1st Wave,7,2020,Weekday,5.799092654,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
903,OD120818568259063000,G5M2R8,22-01-2021,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,3.8,1,299,299,0%,Tier_2,0,0,Layasa,Yes,No,1,2021,Weekday,5.700443573,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
904,OD121093922761631000,G5M2R8,23-02-2021,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,4,1,465,465,5%,Tier_2,0,0,FastColors,Yes,No,2,2021,Weekday,6.142037406,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
905,OD119358294290705000,G5M2R8,06-08-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,3.9,1,599,639,5%,Tier_2,0,7,Realone,No,1st Wave,8,2020,Weekday,6.459904454,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
906,OD119440593195947000,G5M2R8,16-08-2020,Uttar Pradesh,Kanpur,Home Improvement,Tools and Measuring Equipment,3.6,1,401,1,0%,Tier_2,100,10,Jackly,No,1st Wave,8,2020,Weekend,0,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
907,OD119574082080117000,G5M2R8,31-08-2020,Uttar Pradesh,Kanpur,Books,Books,4,1,245,245,0%,Tier_2,0,0,Rapidex,No,1st Wave,8,2020,Weekday,5.501258211,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
908,OD119591489020863000,G5M2R8,02-09-2020,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,4,1,649,649,5%,Tier_2,0,0,Dreamhom,No,No,9,2020,Weekday,6.475432717,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
909,OD119599872406517000,G5M2R8,03-09-2020,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,3.7,1,639,639,5%,Tier_2,0,0,Living,No,No,9,2020,Weekday,6.459904454,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
910,OD119933951285582000,G5M2R8,12-10-2020,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,4,1,849,849,5%,Tier_2,0,0,Spangle,No,No,10,2020,Weekday,6.744059186,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
911,OD119977172404630000,G5M2R8,17-10-2020,Uttar Pradesh,Kanpur,Health Care,Health Supplements,4.1,1,1216,1039,5%,Tier_2,15,0,Himalya,Yes,1st Wave,10,2020,Weekend,6.946013991,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
912,OD120453710352638000,G5M2R8,17-10-2020,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,4.2,1,699,566,5%,Tier_2,20,0,Raymond,Yes,1st Wave,10,2020,Weekend,6.338594078,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
913,OD120455475286824000,G5M2R8,17-10-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,4.1,1,429,387,5%,Tier_2,10,0,Highlander,Yes,1st Wave,10,2020,Weekend,5.958424693,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
914,OD120680439548213000,G5M2R8,06-01-2021,Uttar Pradesh,Kanpur,Clothing and Accessories,Bottomwear,4.3,1,1199,1078,5%,Tier_2,11,0,Redtape,No,2nd Wave,1,2021,Weekday,6.982862751,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
915,OD120805318765149000,G5M2R8,21-01-2021,Uttar Pradesh,Kanpur,Health & Personal Care Appliances,Health Care,4.1,1,759,683,18%,Tier_2,11,0,Health,Yes,No,1,2021,Weekday,6.52649486,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
916,OD121098649785772000,G5M2R8,24-02-2021,Uttar Pradesh,Kanpur,Home Furnishing,Bed Linen & Blankets,4.3,1,799,719,5%,Tier_2,11,0,Spangle,Yes,No,2,2021,Weekday,6.577861358,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
917,OD119985609976500000,G5M2R8,18-10-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,4,1,543,543,5%,Tier_2,0,0,FastColors,Yes,1st Wave,10,2020,Weekend,6.29710932,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
918,OD120124191260072000,G5M2R8,03-11-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Winter Wear,4.4,1,943,943,5%,Tier_2,0,0,Breil,No,No,11,2020,Weekday,6.849066283,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
919,OD120196451943972000,G5M2R8,11-11-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Clothing Accessories,3.8,1,280,320,5%,Tier_2,0,15,Nikrokz,Yes,No,11,2020,Weekday,5.768320996,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
920,OD120290874721180000,G5M2R8,22-11-2020,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4,1,599,599,5%,Tier_2,0,0,Action,No,No,11,2020,Weekend,6.395261598,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
921,OD120295311586280000,G5M2R8,23-11-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Winter Wear,3.7,1,799,799,5%,Tier_2,0,0,Christy,No,No,11,2020,Weekday,6.683360946,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
922,OD120437144312045000,G5M2R8,09-12-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Bottomwear,4.1,1,449,367,5%,Tier_2,19,0,Metronaut,No,1st Wave,12,2020,Weekday,5.905361848,Beginning,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
923,OD120444035276015000,G5M2R8,10-12-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Winter Wear,4.2,1,883,838,5%,Tier_2,6,0,Breil,No,1st Wave,12,2020,Weekday,6.7310181,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
924,OD120800890751904000,G5M2R8,20-01-2021,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4.2,1,1589,1389,18%,Tier_2,13,0,Reebok,No,No,1,2021,Weekday,7.236339343,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
925,OD118689897616317000,G5M2R8,18-05-2020,Uttar Pradesh,Kanpur,Books,Books,4.5,1,558,530,0%,Tier_2,6,0,How,No,1st Wave,5,2020,Weekday,6.272877007,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
926,OD118762892613251000,G5M2R8,18-05-2020,Uttar Pradesh,Kanpur,Books,Books,4.5,1,644,611,0%,Tier_2,6,0,Howto,No,1st Wave,5,2020,Weekday,6.415096959,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
927,OD120818568259063000,G5M2R8,22-01-2021,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4,1,299,299,0%,Tier_2,0,0,LAYASA,Yes,No,1,2021,Weekday,5.700443573,End,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
928,OD120479620572572000,G5M2R8,17-10-2020,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,3.9,1,625,563,5%,Tier_2,10,0,ZOMBOM,Yes,1st Wave,10,2020,Weekend,6.333279628,Mid,Female,Client relation,Not Married,"Rs. 10,000 – 25,000",2,23,No,Tier_2,2,Yes
929,OD116728764911867000,G5M2R9,07-10-2019,Uttar Pradesh,Hamirpur,Mobiles & Accessories,Mobiles,4.1,1,16999,16999,12%,Tier_2,0,0,Realme,Yes,No,10,2019,Weekday,9.740909798,Beginning,Male,Technical officer,Married,"Rs. 1,50, 000 – 2,00, 000",1,56,Yes,Tier_2,1,No
930,OD117222377174140000,G5M2R9,03-12-2019,Uttar Pradesh,Hamirpur,Health Care,Health Supplements,4.2,1,539,539,18%,Tier_2,0,0,Simply,Yes,No,12,2019,Weekday,6.289715571,Beginning,Male,Technical officer,Married,"Rs. 1,50, 000 – 2,00, 000",1,56,Yes,Tier_2,1,No
931,OD118777661059171000,G5M2R9,31-05-2020,Uttar Pradesh,Hamirpur,Clothing and Accessories,Bottomwear,4.8,1,825,825,5%,Tier_2,0,0,Mountain,No,1st Wave,5,2020,Weekend,6.715383386,End,Male,Technical officer,Married,"Rs. 1,50, 000 – 2,00, 000",1,56,Yes,Tier_2,1,No
932,OD119288403828716000,G5M2R9,29-07-2020,Uttar Pradesh,Hamirpur,Clothing and Accessories,Topwear,3.9,1,1449,1449,12%,Tier_2,0,0,Highlander,No,1st Wave,7,2020,Weekday,7.278628942,End,Male,Technical officer,Married,"Rs. 1,50, 000 – 2,00, 000",1,56,Yes,Tier_2,1,No
933,OD122183443589119000,G5M2R9,29-06-2021,Uttar Pradesh,Hamirpur,Mobiles & Accessories,Mobiles,4.3,1,8499,8499,18%,Tier_2,0,0,Infinix,No,No,6,2021,Weekday,9.047703788,End,Male,Technical officer,Married,"Rs. 1,50, 000 – 2,00, 000",1,56,Yes,Tier_2,1,No
934,OD122223025388813000,G5M2R10,04-07-2021,Uttar Pradesh,Kanpur,Wearable Smart Devices,Smart Watches,4.3,1,4999,3999,12%,Tier_2,21,0,Realme,No,2nd Wave,7,2021,Weekend,8.293799609,Beginning,Male,GET,Not Married,"Rs. 25,000 – 50,000",2,23,No,Tier_1,0,No
935,OD122413234891003000,G5M2R10,26-07-2021,Uttar Pradesh,Kanpur,Automotive Accessories,Vehicle Cleaners,4.1,1,139,139,18%,Tier_2,29,29,3M,Yes,No,7,2021,Weekday,4.934473933,End,Male,GET,Not Married,"Rs. 25,000 – 50,000",2,23,No,Tier_1,0,No
936,OD122545542060722000,G5M2R10,10-08-2021,Uttar Pradesh,Kanpur,Beauty and Grooming,Hair Care and Accessory,4.1,1,188,188,18%,Tier_2,22,22,Set,No,No,8,2021,Weekday,5.236441963,Mid,Male,GET,Not Married,"Rs. 25,000 – 50,000",2,23,No,Tier_1,0,No
937,OD122569950696600000,G5M2R10,13-08-2021,Uttar Pradesh,Kanpur,Beauty and Grooming,Fragrances,4.3,1,137,137,18%,Tier_2,30,30,NIVEA,No,No,8,2021,Weekday,4.919980926,Mid,Male,GET,Not Married,"Rs. 25,000 – 50,000",2,23,No,Tier_1,0,No
938,OD116407847457413000,G5M3R1,30-10-2019,West Bengal,Howrah,Books,Books,4.6,1,161,161,0%,Tier 3,0,0,ESE,No,No,10,2019,Weekday,5.081404365,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
939,OD118412239114938000,G5M3R1,19-04-2020,Delhi,New Delhi,Mobiles & Accessories,Mobiles,3.6,1,17999,17999,18%,Tier_1,0,0,POCO,No,1st Wave,4,2020,Weekend,9.79807148,Mid,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
940,OD118544268910865000,G5M3R1,05-04-2020,Assam,Guwahati,Audio & Video,Headphones,3.9,1,3999,3999,18%,Tier_2,0,0,JBL,No,1st Wave,4,2020,Weekend,8.293799609,Beginning,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
941,OD118672548044383000,G5M3R1,19-05-2020,West Bengal,Howrah,Audio & Video,Headphones,4.3,1,599,479,12%,Tier 3,21,0,Realme,No,1st Wave,5,2020,Weekday,6.171700597,Mid,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
942,OD118691794233266000,G5M3R1,21-05-2020,Delhi,New Delhi,Mobiles & Accessories,Mobile Accessories,4.5,1,599,599,12%,Tier_1,0,0,Kapaver,No,1st Wave,5,2020,Weekday,6.395261598,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
943,OD118691870315671000,G5M3R1,21-05-2020,Delhi,New Delhi,Mobiles & Accessories,Mobile Accessories,3.9,1,249,249,12%,Tier_1,0,0,SoftTech,No,1st Wave,5,2020,Weekday,5.517452896,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
944,OD119051913633822000,G5M3R1,07-02-2020,West Bengal,Howrah,Computers,Gaming,3.9,1,330,355,18%,Tier 3,0,8,Zebronics,No,1st Wave,2,2020,Weekday,5.872117789,Beginning,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
945,OD119208192492580000,G5M3R1,20-07-2020,West Bengal,Howrah,Mobiles & Accessories,Mobiles,4,1,17499,17499,18%,Tier 3,0,0,Motorola,No,1st Wave,7,2020,Weekday,9.769899015,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
946,OD119281652378221000,G5M3R1,29-07-2020,Maharashtra,Mumbai,Food Products,Chocolates,4.4,1,315,315,18%,Tier_1,13,13,Cadbury,No,1st Wave,7,2020,Weekday,5.752572639,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
947,OD119281670487757000,G5M3R1,29-07-2020,Maharashtra,Mumbai,Food Products,Chocolates,4.4,1,300,336,18%,Tier_1,0,12,Cadbury,No,1st Wave,7,2020,Weekday,5.81711116,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
948,OD119281705406152000,G5M3R1,29-07-2020,Maharashtra,Mumbai,Food Products,Chocolates,4.4,1,315,315,18%,Tier_1,13,13,Cadbury,No,1st Wave,7,2020,Weekday,5.752572639,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
949,OD119281737983582000,G5M3R1,29-07-2020,Maharashtra,Mumbai,Food Products,Chocolates,4.4,1,300,336,18%,Tier_1,0,12,Cadbury,No,1st Wave,7,2020,Weekday,5.81711116,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
950,OD119294592476032000,G5M3R1,30-07-2020,West Bengal,Howrah,Mobiles & Accessories,Mobiles,4.3,1,9499,9499,18%,Tier 3,0,0,Motorola,No,1st Wave,7,2020,Weekday,9.158941809,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
951,OD119960351441664000,G5M3R1,15-10-2020,West Bengal,Howrah,Mobiles & Accessories,Mobiles,4.3,1,18499,17249,18%,Tier 3,7,0,POCO,No,1st Wave,10,2020,Weekday,9.75550945,Mid,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
952,OD119968026461054000,G5M3R1,16-10-2020,West Bengal,Malda,Mobiles & Accessories,Mobile Accessories,3.5,1,1399,1259,18%,Tier 3,11,0,Mi,No,1st Wave,10,2020,Weekday,7.138073034,Mid,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
953,OD120287821114185000,G5M3R1,22-11-2020,West Bengal,Howrah,Clothing and Accessories,Bottomwear,4.3,1,378,438,5%,Tier 3,0,16,HVBK,No,No,11,2020,Weekend,6.08221891,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
954,OD121726390356919000,G5M3R1,05-07-2021,West Bengal,Aurangabad,Mobiles & Accessories,Mobiles,3.5,1,11499,10499,18%,Tier_2,9,0,POCO,Yes,2nd Wave,7,2021,Weekday,9.259035294,Beginning,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
955,OD117371774450258000,G5M3R1,20-12-2019,Chhattisgarh,Raipur,Mobiles & Accessories,Mobiles,4.5,1,9999,9999,12%,Tier_2,0,0,Redmi,No,No,12,2019,Weekday,9.210240367,End,Male,Unemployed,Not Married,Prefer Not to Say,3,26,No,Tier 3,2,Yes
956,OD116704557903067000,G5M3R2,10-04-2019,Rajasthan,Jaipur,Mobiles & Accessories,Mobiles,4.4,1,5999,5499,12%,Tier_2,9,0,Realme,Yes,No,4,2019,Weekday,8.612321537,Mid,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
957,OD119971020074073000,G5M3R2,16-10-2020,Jharkhand,Hazaribagh,Home Lighting,Utility Lighting,4.4,1,1039,1039,12%,Tier 3,0,0,Philips,No,1st Wave,10,2020,Weekday,6.946013991,Mid,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
958,OD119971020074073000,G5M3R2,16-10-2020,Jharkhand,Hazaribagh,Food Products,"Biscuit, Cookie and Rusk",4.2,2,286,262,18%,Tier 3,9,0,KARACHI,No,1st Wave,10,2020,Weekday,5.568344504,Mid,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
959,OD122408863441145000,G5M3R2,25-07-2021,Jharkhand,Ranchi,Clothing and Accessories,"Bags, Wallets & Belts",3.8,1,719,683,5%,Tier_2,6,0,FLYING,No,No,7,2021,Weekend,6.52649486,End,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
960,OD119320917736246000,G5M3R2,02-08-2020,Karnataka,Bengaluru,Food Products,Food Products,4,20,2940,1729,5%,Tier_1,42,0,Unibic,No,No,8,2020,Weekend,7.455298486,Beginning,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
961,OD119591661615644000,G5M3R2,02-09-2020,Karnataka,Bengaluru,Food Products,Food Products,4,11,3550,1224,5%,Tier_1,66,0,Madhur,No,No,9,2020,Weekday,7.109879463,Beginning,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
962,OD120348722384127000,G5M3R2,29-11-2020,Jharkhand,Hazaribagh,"Bags, Wallets & Belts",Luggage & Travel,4.4,1,859,859,18%,Tier 3,0,0,Wildcraft,No,No,11,2020,Weekend,6.755768922,End,Female,Housewife,Married,Prefer Not to Say,2,33,No,Tier 3,2,No
963,OD116488500402735000,G5M3R3,10-01-2019,Chhattisgarh,Raipur,Home Improvement,Home Utilities and Organizers,4.1,1,1490,1490,12%,Tier_2,0,0,SAIGAN,Yes,No,1,2019,Weekday,7.306531399,Mid,Female,Unemployed,Not Married,Prefer Not to Say,1,25,No,Tier_2,2,No
964,OD116693796091331000,G5M3R3,10-03-2019,Chhattisgarh,Raipur,Home Improvement,Home Utilities and Organizers,4.1,1,1490,1490,12%,Tier_2,0,0,SAIGAN,Yes,No,3,2019,Weekend,7.306531399,Mid,Female,Unemployed,Not Married,Prefer Not to Say,1,25,No,Tier_2,2,No
